transaction_id,sale_date,customer_id,amount,channel
Q2-00119,2023-06-29,3030,154.34,Online
Q2-00120,2023-05-14,3965,224.71,Online
Q2-00121,2023-06-15,1465,200.24,Phone
Q2-00122,2023-06-15,3171,208.07,Online
Q2-00123,2023-05-22,2680,222.34,Online
Q2-00124,2023-04-22,4383,63.87,In-Store
Q2-00125,2023-04-16,2870,173.47,Online
Q2-00126,2023-05-02,4846,415.37,Online
Q2-00127,2023-06-10,4493,60.18,In-Store
Q2-00128,2023-06-02,1331,259.38,In-Store
Q2-00129,2023-05-11,3409,412.37,Phone
Q2-00130,2023-05-26,1622,80.79,Online
Q2-00131,2023-05-29,4348,7.21,In-Store
Q2-00132,2023-05-05,205,286.37,In-Store
Q2-00133,2023-06-17,4186,117.26,Online
Q2-00134,2023-06-16,2798,470.34,Phone
Q2-00135,2023-06-25,4806,134.77,In-Store
Q2-00136,2023-04-11,1887,354.78,Phone
Q2-00137,2023-05-25,2841,293.03,Phone
Q2-00138,2023-06-07,2063,452.95,In-Store
Q2-00139,2023-05-30,1902,447.94,Online
Q2-00140,2023-05-14,3529,275.24,Online
Q2-00141,2023-05-30,1426,335.51,Online
Q2-00142,2023-05-28,3943,165.97,Online
Q2-00143,2023-05-08,106,102.65,In-Store
Q2-00144,2023-04-26,212,375.56,Online
Q2-00145,2023-04-14,3759,371.91,In-Store
Q2-00146,2023-04-06,1684,186.01,In-Store
Q2-00147,2023-06-17,4093,219.95,Phone
Q2-00148,2023-05-06,4031,130.86,In-Store
Q2-00149,2023-05-25,3700,165.18,Phone
Q2-00150,2023-05-03,4628,494.4,Online
Q2-00151,2023-06-28,4789,496.41,Online
Q2-00152,2023-04-01,3123,238.82,In-Store
Q2-00153,2023-04-27,116,376.48,Phone
Q2-00154,2023-05-13,4688,53.22,In-Store
Q2-00155,2023-06-28,4604,124.41,In-Store
Q2-00156,2023-05-03,4871,325.68,In-Store
Q2-00157,2023-04-10,4136,131.43,In-Store
Q2-00158,2023-05-20,945,130.23,Online
Q2-00159,2023-05-14,608,436.86,In-Store
Q2-00160,2023-05-03,4403,140.89,Online
Q2-00161,2023-05-18,4095,346.25,Online
Q2-00162,2023-04-20,627,74.32,Online
Q2-00163,2023-06-05,3047,430.55,In-Store
Q2-00164,2023-04-30,2224,28.32,Online
Q2-00165,2023-05-08,4384,358.94,Phone
Q2-00166,2023-06-18,1157,361.6,Online
Q2-00167,2023-04-26,2772,77.43,Phone
Q2-00168,2023-04-04,145,370.55,Phone
Q2-00169,2023-05-03,3113,91.04,Phone
Q2-00170,2023-04-17,2132,416.95,In-Store
Q2-00171,2023-05-26,4213,474.45,Online
Q2-00172,2023-06-17,514,205.52,Online
Q2-00173,2023-04-27,2930,46.59,In-Store
Q2-00174,2023-04-29,1975,146.23,In-Store
Q2-00175,2023-06-19,3710,119.11,In-Store
Q2-00176,2023-06-07,710,240.37,Phone
Q2-00177,2023-06-15,2468,260.02,Phone
Q2-00178,2023-05-02,3450,423.49,In-Store
Q2-00179,2023-05-20,3287,433.08,In-Store
Q2-00180,2023-05-02,1625,224.34,Online
Q2-00181,2023-04-25,1914,189.76,Online
Q2-00182,2023-05-16,3480,185.55,In-Store
Q2-00183,2023-06-11,4137,324.43,Online
Q2-00184,2023-05-31,1018,473.8,Phone
Q2-00185,2023-05-30,2862,235.46,Phone
Q2-00186,2023-04-18,1471,23.06,In-Store
Q2-00187,2023-04-17,2104,261.8,Phone
Q2-00188,2023-05-14,886,434.77,In-Store
Q2-00189,2023-06-21,824,48.94,In-Store
Q2-00190,2023-05-12,500,230.94,Phone
Q2-00191,2023-04-09,1711,139.89,In-Store
Q2-00192,2023-04-10,4738,411.29,Online
Q2-00193,2023-05-29,4385,435.99,Online
Q2-00194,2023-06-30,1306,434.72,Online
Q2-00195,2023-05-30,1471,414.84,Online
Q2-00196,2023-05-15,2014,376.06,In-Store
Q2-00197,2023-06-12,30,206.27,Phone
Q2-00198,2023-04-19,4107,493.02,In-Store
Q2-00199,2023-06-14,4425,236.03,Online
Q2-00200,2023-05-14,3053,182.44,Phone
Q2-00201,2023-04-25,2294,497.72,Online
Q2-00202,2023-04-12,2055,84.24,Online
Q2-00203,2023-04-02,1723,305.87,Online
Q2-00204,2023-06-04,3489,156.38,In-Store
Q2-00205,2023-06-14,3098,198.09,Online
Q2-00206,2023-05-11,4604,125.37,In-Store
Q2-00207,2023-06-11,2158,484.41,Phone
Q2-00208,2023-05-20,448,61.73,Online
Q2-00209,2023-05-06,3346,408.03,Online
Q2-00210,2023-06-06,2147,174.55,In-Store
Q2-00211,2023-04-19,4843,447.35,In-Store
Q2-00212,2023-05-13,964,175.65,Phone
Q2-00213,2023-06-05,1096,265.83,In-Store
Q2-00214,2023-04-17,1554,7.1,Online
Q2-00215,2023-06-06,3503,150.5,In-Store
Q2-00216,2023-04-10,4333,51.99,Phone
Q2-00217,2023-06-28,1560,275.58,Phone
Q2-00218,2023-05-28,139,16.24,In-Store
Q2-00219,2023-05-07,4977,194.23,Phone
Q2-00220,2023-06-02,3711,28.9,In-Store
Q2-00221,2023-06-28,4989,411.41,Phone
Q2-00222,2023-04-18,1286,69.14,Online
Q2-00223,2023-05-20,766,21.89,Online
Q2-00224,2023-06-02,3060,95.67,In-Store
Q2-00225,2023-06-16,1755,207.56,Online
Q2-00226,2023-04-24,521,425.17,In-Store
Q2-00227,2023-05-11,3828,178.67,Phone
Q2-00228,2023-05-16,4071,400.25,In-Store
Q2-00229,2023-05-28,3071,231.85,In-Store
Q2-00230,2023-04-13,4683,260.24,Online
Q2-00231,2023-06-10,1795,70.76,In-Store
Q2-00232,2023-04-04,29,32.36,Phone
Q2-00233,2023-05-02,3513,114.15,Online
Q2-00234,2023-06-08,2847,355.78,Online
Q2-00235,2023-05-25,3975,243.0,In-Store
Q2-00236,2023-05-06,2071,499.9,Phone
Q2-00237,2023-05-01,1292,498.34,Online
Q2-00238,2023-05-23,2762,164.83,Online
Q2-00239,2023-05-08,4949,69.91,Online
Q2-00240,2023-05-09,2458,275.61,In-Store
Q2-00241,2023-05-14,4846,220.68,In-Store
Q2-00242,2023-04-29,3483,333.59,In-Store
Q2-00243,2023-06-11,1462,485.87,Phone
Q2-00244,2023-05-17,2109,182.97,In-Store
Q2-00245,2023-04-01,4442,272.98,Online
Q2-00246,2023-05-03,3540,360.52,In-Store
Q2-00247,2023-06-01,1835,165.53,Online
Q2-00248,2023-05-30,4191,338.23,Phone
Q2-00249,2023-04-28,2871,14.89,Online
Q2-00250,2023-05-09,807,264.84,Phone
Q2-00251,2023-05-13,2175,127.3,Phone
Q2-00252,2023-05-22,2194,440.52,In-Store
Q2-00253,2023-04-15,556,339.34,In-Store
Q2-00254,2023-04-02,1574,126.56,In-Store
Q2-00255,2023-04-02,4393,241.1,Online
Q2-00256,2023-06-24,3493,7.55,Phone
Q2-00257,2023-05-12,2497,372.57,Phone
Q2-00258,2023-06-12,458,70.1,In-Store
Q2-00259,2023-04-06,1007,215.53,Phone
Q2-00260,2023-05-13,3137,228.97,In-Store
Q2-00261,2023-06-09,1598,162.3,In-Store
Q2-00262,2023-06-20,901,52.89,Phone
Q2-00263,2023-06-04,3890,445.47,In-Store
Q2-00264,2023-05-30,3731,301.14,In-Store
Q2-00265,2023-06-16,1370,327.98,Online
Q2-00266,2023-06-25,461,499.94,In-Store
Q2-00267,2023-04-22,1773,413.6,In-Store
Q2-00268,2023-04-10,3032,474.36,In-Store
Q2-00269,2023-04-27,3429,114.03,Phone
Q2-00270,2023-04-23,1639,124.82,In-Store
Q2-00271,2023-05-13,2205,108.44,Phone
Q2-00272,2023-04-11,737,295.43,Phone
Q2-00273,2023-05-31,2584,102.28,In-Store
Q2-00274,2023-06-06,477,274.45,Online
Q2-00275,2023-05-25,3941,103.53,Online
Q2-00276,2023-05-19,1448,196.84,Online
Q2-00277,2023-05-16,2617,211.78,Phone
Q2-00278,2023-04-13,3200,216.15,In-Store
Q2-00279,2023-04-01,3587,343.77,In-Store
Q2-00280,2023-06-19,2966,23.93,In-Store
Q2-00281,2023-04-16,3186,160.19,In-Store
Q2-00282,2023-06-07,3190,390.1,Online
Q2-00283,2023-05-22,1993,44.37,Phone
Q2-00284,2023-05-15,733,237.72,In-Store
Q2-00285,2023-06-24,2663,269.53,Online
Q2-00286,2023-06-23,4101,129.77,Phone
Q2-00287,2023-05-25,296,270.6,Online
Q2-00288,2023-05-08,4282,7.63,Phone
Q2-00289,2023-06-30,1660,325.91,Online
Q2-00290,2023-04-08,1658,251.96,Online
Q2-00291,2023-05-14,641,198.78,In-Store
Q2-00292,2023-04-22,2506,499.53,In-Store
Q2-00293,2023-06-08,4887,271.22,In-Store
Q2-00294,2023-05-04,3954,430.13,Online
Q2-00295,2023-05-12,1939,491.97,Online
Q2-00296,2023-05-30,3459,438.62,Phone
Q2-00297,2023-06-25,4615,468.23,Phone
Q2-00298,2023-06-27,1750,8.86,Online
Q2-00299,2023-06-05,4299,185.61,In-Store
Q2-00300,2023-04-12,311,499.64,Online
Q2-00301,2023-05-25,1429,176.13,Online
Q2-00302,2023-06-10,4178,230.81,Phone
Q2-00303,2023-04-04,3030,400.61,In-Store
Q2-00304,2023-05-17,3994,114.23,In-Store
Q2-00305,2023-06-08,126,22.93,Online
Q2-00306,2023-04-23,3932,197.1,Online
Q2-00307,2023-05-25,2757,126.44,In-Store
Q2-00308,2023-06-09,1587,23.08,Phone
Q2-00309,2023-05-18,4348,218.74,In-Store
Q2-00310,2023-05-17,4061,263.53,Online
Q2-00311,2023-05-22,2792,230.42,In-Store
Q2-00312,2023-04-02,3595,238.98,Online
Q2-00313,2023-04-08,3989,496.48,Online
Q2-00314,2023-05-05,3783,327.34,In-Store
Q2-00315,2023-04-15,2086,206.52,Phone
Q2-00316,2023-05-07,151,374.57,Online
Q2-00317,2023-05-10,2601,366.14,In-Store
Q2-00318,2023-06-16,1902,71.46,In-Store
Q2-00319,2023-04-21,3192,288.9,In-Store
Q2-00320,2023-05-20,3371,277.48,Phone
Q2-00321,2023-05-08,3158,446.85,Online
Q2-00322,2023-05-05,3882,89.78,Phone
Q2-00323,2023-04-01,504,135.64,Online
Q2-00324,2023-06-28,4656,388.59,Phone
Q2-00325,2023-05-16,2120,209.31,In-Store
Q2-00326,2023-04-30,2570,146.86,Online
Q2-00327,2023-06-13,2141,177.08,In-Store
Q2-00328,2023-04-09,1645,74.85,Phone
Q2-00329,2023-04-22,2022,257.52,Online
Q2-00330,2023-04-29,4611,31.4,In-Store
Q2-00331,2023-05-27,1848,66.7,Online
Q2-00332,2023-06-18,4129,499.22,Online
Q2-00333,2023-05-07,3037,102.96,In-Store
Q2-00334,2023-05-27,3407,463.03,Phone
Q2-00335,2023-04-13,1706,40.19,Online
Q2-00336,2023-06-26,3528,78.23,In-Store
Q2-00337,2023-06-22,2234,34.61,Online
Q2-00338,2023-05-11,325,147.6,Phone
Q2-00339,2023-04-22,2757,25.13,Online
Q2-00340,2023-06-23,1918,485.31,In-Store
Q2-00341,2023-04-22,4550,347.25,Online
Q2-00342,2023-05-30,658,389.99,In-Store
Q2-00343,2023-05-23,3472,81.73,Phone
Q2-00344,2023-06-18,2333,137.34,In-Store
Q2-00345,2023-05-24,706,340.12,Online
Q2-00346,2023-04-13,1373,368.22,Phone
Q2-00347,2023-06-16,3229,404.5,Phone
Q2-00348,2023-04-27,4071,220.71,Online
Q2-00349,2023-05-05,1961,313.82,Online
Q2-00350,2023-06-26,1620,433.09,In-Store
Q2-00351,2023-06-02,4191,402.21,Online
Q2-00352,2023-04-15,987,376.25,Phone
Q2-00353,2023-04-13,821,433.37,Phone
Q2-00354,2023-04-25,764,140.87,Phone
Q2-00355,2023-06-25,2404,179.03,Online
Q2-00356,2023-05-26,4800,150.7,In-Store
Q2-00357,2023-06-07,4522,453.54,Online
Q2-00358,2023-06-04,4198,440.22,In-Store
Q2-00359,2023-04-18,2963,96.73,Phone
Q2-00360,2023-06-28,51,167.28,In-Store
Q2-00361,2023-04-26,2996,127.78,Online
Q2-00362,2023-05-19,217,112.38,In-Store
Q2-00363,2023-06-02,3702,84.52,In-Store
Q2-00364,2023-06-12,473,191.4,Phone
Q2-00365,2023-06-10,4395,397.22,In-Store
Q2-00366,2023-06-24,4395,198.7,Phone
Q2-00367,2023-04-24,2402,238.05,Online
Q2-00368,2023-04-18,1832,455.69,Phone
Q2-00369,2023-04-04,1038,305.77,Online
Q2-00370,2023-05-16,4099,312.18,Online
Q2-00371,2023-05-23,1020,90.68,Phone
Q2-00372,2023-05-01,3623,221.72,Online
Q2-00373,2023-05-08,2747,416.6,Online
Q2-00374,2023-05-05,1582,77.85,Phone
Q2-00375,2023-06-22,802,279.77,In-Store
Q2-00376,2023-06-16,3481,426.2,In-Store
Q2-00377,2023-05-21,1348,370.34,Online
Q2-00378,2023-05-05,257,392.51,In-Store
Q2-00379,2023-05-06,2525,309.38,Online
Q2-00380,2023-04-15,2081,17.05,Online
Q2-00381,2023-06-23,1381,82.97,In-Store
Q2-00382,2023-05-12,3451,267.97,Phone
Q2-00383,2023-05-30,2927,47.34,Phone
Q2-00384,2023-06-16,4312,362.04,Phone
Q2-00385,2023-05-05,4427,220.82,Online
Q2-00386,2023-04-21,2459,205.31,Phone
Q2-00387,2023-04-23,1097,261.82,Phone
Q2-00388,2023-04-15,2563,395.15,In-Store
Q2-00389,2023-04-29,1174,308.12,Online
Q2-00390,2023-05-26,389,261.02,In-Store
Q2-00391,2023-05-26,2171,303.72,Online
Q2-00392,2023-05-14,1235,53.79,Phone
Q2-00393,2023-06-24,341,100.58,Online
Q2-00394,2023-05-24,3955,357.31,Online
Q2-00395,2023-05-18,2627,257.81,Online
Q2-00396,2023-04-14,3873,81.6,In-Store
Q2-00397,2023-05-10,2088,245.94,Phone
Q2-00398,2023-05-12,3390,470.89,In-Store
Q2-00399,2023-04-09,2101,274.86,Phone
Q2-00400,2023-05-22,2937,383.73,In-Store
Q2-00401,2023-04-11,2058,352.53,Online
Q2-00402,2023-04-04,2565,303.71,Online
Q2-00403,2023-06-26,4950,16.61,Online
Q2-00404,2023-04-20,3812,41.89,Online
Q2-00405,2023-04-28,3029,38.56,Online
Q2-00406,2023-06-19,1376,306.02,Phone
Q2-00407,2023-05-31,4023,420.43,In-Store
Q2-00408,2023-06-02,1085,363.66,Online
Q2-00409,2023-06-16,289,28.59,Online
Q2-00410,2023-05-26,2055,30.44,In-Store
Q2-00411,2023-06-01,1044,151.2,Online
Q2-00412,2023-06-21,2860,212.62,Phone
Q2-00413,2023-06-27,503,291.32,Phone
Q2-00414,2023-04-14,2696,25.79,Phone
Q2-00415,2023-04-10,4800,59.88,In-Store
Q2-00416,2023-06-13,4209,295.94,Phone
Q2-00417,2023-04-02,1293,370.66,In-Store
Q2-00418,2023-06-01,1769,378.69,Phone
Q2-00419,2023-04-07,1802,266.34,In-Store
Q2-00420,2023-06-21,977,264.95,Online
Q2-00421,2023-05-13,3062,385.65,Online
Q2-00422,2023-04-10,2255,134.25,Phone
Q2-00423,2023-04-04,1751,224.73,Online
Q2-00424,2023-05-27,2679,440.36,In-Store
Q2-00425,2023-04-13,1387,342.81,Phone
Q2-00426,2023-05-27,3279,108.26,Online
Q2-00427,2023-05-12,878,220.81,Phone
Q2-00428,2023-06-04,316,113.32,Online
Q2-00429,2023-04-07,631,495.72,Phone
Q2-00430,2023-05-15,1865,470.29,Online
Q2-00431,2023-04-30,4853,177.95,In-Store
Q2-00432,2023-04-26,2250,409.18,Online
Q2-00433,2023-05-08,3223,247.49,Phone
Q2-00434,2023-06-18,1163,83.48,Phone
Q2-00435,2023-06-09,2703,152.73,Online
Q2-00436,2023-06-23,4852,247.82,In-Store
Q2-00437,2023-04-06,3303,358.11,Online
Q2-00438,2023-04-14,2962,237.6,Phone
Q2-00439,2023-05-25,3383,300.48,Online
Q2-00440,2023-04-25,4508,46.18,Phone
Q2-00441,2023-05-07,4478,428.24,Online
Q2-00442,2023-04-16,4638,349.46,In-Store
Q2-00443,2023-04-22,3989,221.21,Phone
Q2-00444,2023-04-07,1292,490.01,In-Store
Q2-00445,2023-06-05,32,253.33,In-Store
Q2-00446,2023-04-10,1703,447.89,Online
Q2-00447,2023-06-10,2267,150.01,Online
Q2-00448,2023-06-13,1599,252.98,Phone
Q2-00449,2023-04-05,3311,300.23,In-Store
Q2-00450,2023-05-27,4286,479.91,Online
Q2-00451,2023-04-25,3262,400.72,Online
Q2-00452,2023-04-12,4471,93.09,Online
Q2-00453,2023-04-14,1813,161.53,In-Store
Q2-00454,2023-06-30,2144,397.7,Phone
Q2-00455,2023-04-15,1173,137.82,Online
Q2-00456,2023-05-07,1861,413.46,Phone
Q2-00457,2023-06-26,1930,261.61,Online
Q2-00458,2023-04-03,3549,402.74,Phone
Q2-00459,2023-04-11,429,59.08,Phone
Q2-00460,2023-04-17,198,449.8,Phone
Q2-00461,2023-06-28,4138,446.56,Online
Q2-00462,2023-04-30,2229,49.12,In-Store
Q2-00463,2023-06-22,2655,6.75,In-Store
Q2-00464,2023-04-10,3,347.57,Online
Q2-00465,2023-06-05,3247,12.04,Phone
Q2-00466,2023-04-19,2683,344.33,In-Store
Q2-00467,2023-06-24,135,486.81,Online
Q2-00468,2023-06-16,4848,61.56,Online
Q2-00469,2023-06-16,4235,80.18,Online
Q2-00470,2023-04-25,2871,32.01,Online
Q2-00471,2023-05-26,779,489.18,In-Store
Q2-00472,2023-05-08,1619,252.13,Online
Q2-00473,2023-04-02,1302,475.28,In-Store
Q2-00474,2023-05-03,2144,403.26,Online
Q2-00475,2023-04-02,4021,13.81,Phone
Q2-00476,2023-05-22,248,342.01,Phone
Q2-00477,2023-04-25,3138,415.6,Phone
Q2-00478,2023-05-11,2227,436.85,Online
Q2-00479,2023-04-16,2467,395.81,Phone
Q2-00480,2023-05-10,486,275.69,Phone
Q2-00481,2023-05-08,4254,388.82,In-Store
Q2-00482,2023-06-06,1556,491.02,Phone
Q2-00483,2023-06-15,2996,347.46,In-Store
Q2-00484,2023-05-20,3897,19.23,In-Store
Q2-00485,2023-06-23,4301,313.67,Online
Q2-00486,2023-04-02,1388,402.62,Online
Q2-00487,2023-04-21,3459,25.05,Phone
Q2-00488,2023-05-07,2373,294.27,Online
Q2-00489,2023-05-27,1829,316.27,Phone
Q2-00490,2023-04-16,2253,113.8,Online
Q2-00491,2023-05-24,1006,130.07,Phone
Q2-00492,2023-06-26,3648,143.04,Phone
Q2-00493,2023-04-05,2421,225.02,Online
Q2-00494,2023-05-13,3151,88.34,Phone
Q2-00495,2023-04-16,3713,18.66,Online
Q2-00496,2023-06-22,758,418.14,Online
Q2-00497,2023-04-19,1996,160.68,Online
Q2-00498,2023-05-06,2652,243.49,Phone
Q2-00499,2023-04-19,3229,230.87,In-Store
Q2-00500,2023-04-09,2528,342.07,In-Store
Q2-00501,2023-06-02,2071,41.02,Online
Q2-00502,2023-04-04,1516,109.54,Phone
Q2-00503,2023-06-07,3488,287.3,Phone
Q2-00504,2023-06-06,1494,204.88,Online
Q2-00505,2023-04-29,1457,49.73,In-Store
Q2-00506,2023-04-13,3697,287.02,In-Store
Q2-00507,2023-04-04,2497,37.42,Online
Q2-00508,2023-05-29,3367,44.29,In-Store
Q2-00509,2023-05-14,2530,265.79,Online
Q2-00510,2023-04-02,4607,290.06,In-Store
Q2-00511,2023-04-20,474,67.07,Online
Q2-00512,2023-04-09,4396,129.54,Online
Q2-00513,2023-06-23,3958,223.5,Online
Q2-00514,2023-06-23,864,212.08,Online
Q2-00515,2023-05-29,1884,75.86,Phone
Q2-00516,2023-04-22,1344,14.99,In-Store
Q2-00517,2023-05-08,2509,212.36,Phone
Q2-00518,2023-04-21,4720,454.85,In-Store
Q2-00519,2023-06-27,3334,431.72,Online
Q2-00520,2023-05-07,4441,302.89,Phone
Q2-00521,2023-05-21,1883,263.82,Phone
Q2-00522,2023-05-25,3816,59.84,Phone
Q2-00523,2023-06-20,4767,84.13,Phone
Q2-00524,2023-04-26,1665,160.89,In-Store
Q2-00525,2023-06-23,404,378.69,Online
Q2-00526,2023-06-23,3571,303.88,In-Store
Q2-00527,2023-05-04,456,353.9,Online
Q2-00528,2023-04-18,1949,226.31,In-Store
Q2-00529,2023-06-03,1459,354.29,Online
Q2-00530,2023-05-05,776,431.19,In-Store
Q2-00531,2023-06-07,3442,192.41,Phone
Q2-00532,2023-04-14,3972,95.0,Online
Q2-00533,2023-06-27,1249,387.49,Online
Q2-00534,2023-06-08,3576,74.99,In-Store
Q2-00535,2023-04-21,458,252.99,Phone
Q2-00536,2023-05-07,2690,166.84,Online
Q2-00537,2023-05-28,3872,495.76,Online
Q2-00538,2023-06-22,2617,170.89,Phone
Q2-00539,2023-04-15,3723,264.08,In-Store
Q2-00540,2023-05-31,438,403.64,Online
Q2-00541,2023-04-01,1548,5.8,Online
Q2-00542,2023-05-19,2776,369.81,Phone
Q2-00543,2023-04-22,546,376.17,Online
Q2-00544,2023-04-29,3301,252.98,Online
Q2-00545,2023-06-19,3070,225.57,Online
Q2-00546,2023-05-04,3091,57.01,Phone
Q2-00547,2023-06-16,4750,340.92,In-Store
Q2-00548,2023-06-13,542,487.34,Phone
Q2-00549,2023-05-26,1094,64.6,In-Store
Q2-00550,2023-05-17,1896,460.29,Phone
Q2-00551,2023-05-18,4322,102.71,Phone
Q2-00552,2023-06-09,4136,60.83,Online
Q2-00553,2023-04-20,3537,259.31,Online
Q2-00554,2023-06-29,3793,198.46,In-Store
Q2-00555,2023-06-17,2135,250.25,In-Store
Q2-00556,2023-06-19,4611,266.19,In-Store
Q2-00557,2023-05-05,2922,225.07,In-Store
Q2-00558,2023-05-22,4589,248.81,Phone
Q2-00559,2023-04-14,4582,395.86,Online
Q2-00560,2023-04-21,3131,343.65,Online
Q2-00561,2023-06-23,1586,364.78,Online
Q2-00562,2023-05-25,3684,354.95,Phone
Q2-00563,2023-06-03,4490,171.37,In-Store
