item_id,order_id,product_name,price
156,878,Headset,1469.67
157,778,Keyboard,741.24
158,2689,Headset,1330.88
159,4462,Keyboard,1356.05
160,460,Keyboard,832.53
161,4087,Mouse,121.41
162,4779,Keyboard,146.72
163,1609,Laptop,960.23
164,4042,Monitor,1452.35
165,86,Headset,586.86
166,2990,Laptop,1311.16
167,228,Monitor,47.27
168,122,Mouse,654.31
169,559,Laptop,905.91
170,4390,Laptop,1109.81
171,4000,Monitor,1470.47
172,2002,Headset,178.59
173,2352,Monitor,178.44
174,500,Mouse,1303.59
175,4507,Desk,105.83
176,2343,Headset,321.18
177,2390,Laptop,1042.92
178,4908,Laptop,839.94
179,2069,Headset,627.89
180,303,Desk,965.9
181,2813,Desk,1138.54
182,3166,Monitor,66.85
183,1637,Keyboard,879.91
184,1483,Laptop,1006.33
185,835,Desk,357.31
186,1380,Monitor,295.36
187,922,Chair,1098.49
188,225,Keyboard,866.99
189,741,Laptop,458.73
190,4552,Mouse,935.65
191,4923,Headset,1240.96
192,2292,Mouse,1036.91
193,65,Desk,1353.71
194,4004,Monitor,346.9
195,3606,Headset,68.77
196,4028,Laptop,709.33
197,4962,Laptop,155.83
198,2016,Monitor,761.84
199,3702,Keyboard,1328.11
200,4899,Monitor,356.9
201,3478,Keyboard,759.41
202,363,Chair,1178.39
203,3075,Mouse,1045.17
204,908,Keyboard,1084.08
205,2035,Monitor,300.58
206,4358,Laptop,249.76
207,552,Desk,215.16
208,4627,Headset,926.64
209,753,Keyboard,1079.94
210,3027,Monitor,1299.66
211,1238,Headset,367.06
212,2838,Laptop,586.06
213,964,Mouse,835.61
214,2546,Chair,1137.9
215,460,Mouse,86.93
216,1323,Monitor,1061.36
217,1874,Keyboard,1418.66
218,819,Keyboard,1489.44
219,4789,Mouse,88.46
220,610,Chair,206.68
221,1671,Desk,425.26
222,1475,Mouse,558.63
223,588,Mouse,1398.46
224,906,Keyboard,614.88
225,1406,Laptop,275.92
226,4676,Monitor,130.19
227,2953,Mouse,813.13
228,1907,Mouse,1446.4
229,2325,Keyboard,764.91
230,2995,Laptop,441.0
231,1933,Mouse,585.26
232,1194,Chair,1172.39
233,3397,Desk,933.29
234,710,Mouse,237.84
235,3941,Headset,797.91
236,3984,Keyboard,126.63
237,4789,Keyboard,1206.41
238,2102,Mouse,1136.31
239,223,Keyboard,227.14
240,3400,Monitor,1284.54
241,4216,Laptop,1251.86
242,2882,Headset,1493.16
243,863,Keyboard,801.29
244,3935,Headset,1035.21
245,2342,Keyboard,937.73
246,4382,Mouse,1318.69
247,3938,Chair,24.35
248,113,Headset,419.52
249,1522,Monitor,1208.96
250,1376,Headset,1310.26
251,368,Mouse,918.66
252,1692,Mouse,992.48
253,2514,Monitor,964.11
254,2249,Monitor,1170.74
255,25,Headset,309.45
256,1332,Mouse,641.05
257,3437,Chair,1386.67
258,3331,Headset,1396.0
259,4902,Keyboard,359.95
260,2408,Desk,630.04
261,556,Chair,1355.9
262,3753,Monitor,425.82
263,2942,Chair,574.69
264,2828,Keyboard,1390.76
265,681,Chair,1436.41
266,56,Keyboard,91.12
267,1878,Laptop,1059.3
268,3932,Mouse,1471.04
269,1233,Desk,861.17
270,2625,Mouse,342.87
271,2207,Laptop,1296.36
272,887,Mouse,1282.1
273,2853,Chair,209.67
274,1402,Monitor,685.79
275,2286,Chair,66.22
276,1807,Headset,1046.42
277,2490,Monitor,1438.51
278,1806,Desk,1013.63
279,3900,Keyboard,1073.05
280,2082,Chair,306.87
281,1075,Mouse,1013.26
282,796,Chair,907.03
283,2436,Laptop,247.56
284,2176,Monitor,912.47
285,1723,Laptop,1117.96
286,4844,Monitor,404.6
287,4443,Keyboard,427.55
288,230,Laptop,469.5
289,4204,Monitor,818.29
290,1378,Monitor,756.84
291,3976,Mouse,77.13
292,1276,Mouse,1181.35
293,4747,Desk,806.53
294,3769,Desk,1147.26
295,3291,Chair,174.59
296,4288,Mouse,865.72
297,4900,Mouse,1164.68
298,3704,Laptop,1164.33
299,4443,Monitor,347.77
300,4703,Laptop,227.81
301,1924,Desk,24.13
302,4533,Desk,669.52
303,3059,Headset,1133.29
304,1055,Mouse,862.16
305,3003,Desk,1372.48
306,494,Mouse,1392.58
307,2842,Monitor,1025.77
308,2327,Desk,243.41
309,595,Desk,318.33
310,366,Chair,691.77
311,1324,Laptop,522.42
312,3078,Headset,874.93
313,2502,Desk,353.81
314,4562,Chair,696.16
315,1800,Keyboard,497.11
316,1979,Headset,829.23
317,682,Keyboard,533.81
318,3043,Mouse,483.68
319,4704,Monitor,229.04
320,682,Keyboard,1433.88
321,659,Desk,836.65
322,509,Desk,1376.15
323,4095,Keyboard,1423.56
324,780,Chair,995.44
325,4761,Chair,561.88
326,4815,Keyboard,1351.94
327,1049,Monitor,830.5
328,1495,Headset,556.72
329,1999,Headset,872.17
330,3228,Mouse,546.44
331,707,Monitor,1382.87
332,3395,Laptop,1042.96
333,922,Chair,939.82
334,2736,Mouse,1013.21
335,11,Desk,783.26
336,1471,Headset,1328.77
337,4785,Mouse,1489.93
338,3969,Headset,1325.17
339,928,Keyboard,1396.44
340,1886,Mouse,519.58
341,3073,Mouse,676.56
342,2569,Mouse,1198.42
343,2619,Laptop,977.65
344,785,Desk,183.48
345,3478,Chair,354.93
346,4949,Mouse,23.41
347,2743,Desk,1419.29
348,473,Mouse,287.56
349,4053,Keyboard,603.48
350,1774,Mouse,737.4
351,4099,Headset,1069.96
352,2257,Desk,1410.27
353,2541,Monitor,1063.69
354,1447,Mouse,1440.38
355,4434,Chair,168.67
356,3764,Desk,17.36
357,4833,Laptop,676.95
358,209,Chair,958.27
359,3455,Desk,871.09
360,3395,Mouse,586.71
361,297,Desk,783.48
362,1500,Keyboard,1416.69
363,89,Monitor,992.09
364,2579,Keyboard,1172.4
365,4897,Laptop,751.78
366,3638,Headset,133.62
367,279,Chair,196.83
368,3725,Mouse,1341.68
369,1590,Headset,1304.21
370,2500,Keyboard,1335.79
371,3078,Keyboard,721.35
372,1980,Keyboard,932.24
373,1312,Mouse,790.4
374,1717,Laptop,432.28
375,2122,Chair,659.46
376,1942,Monitor,411.55
377,3985,Monitor,633.91
378,2825,Desk,1402.8
379,1252,Laptop,416.08
380,515,Keyboard,82.21
381,4246,Chair,665.78
382,4115,Mouse,1353.55
383,1034,Chair,102.51
384,2675,Mouse,177.46
385,3000,Keyboard,946.95
386,3555,Desk,948.83
387,3095,Headset,154.45
388,3478,Mouse,1078.08
389,1964,Headset,1487.12
390,4034,Desk,143.17
391,4847,Monitor,67.57
392,398,Monitor,945.46
393,985,Keyboard,268.89
394,4711,Monitor,789.68
395,2486,Desk,1429.04
396,4261,Mouse,864.63
397,2406,Mouse,1055.32
398,2914,Monitor,375.71
399,187,Monitor,1226.05
400,745,Desk,1359.96
401,2814,Headset,1439.69
402,3821,Keyboard,1280.74
403,4075,Keyboard,115.42
404,4837,Mouse,932.86
405,1454,Laptop,1184.87
406,2690,Headset,1251.48
407,1269,Monitor,409.87
408,1360,Laptop,836.63
409,4595,Laptop,1058.92
410,1357,Desk,1472.37
411,2530,Headset,989.25
412,2662,Laptop,479.77
413,1651,Desk,120.18
414,4601,Chair,1120.33
415,1401,Mouse,1077.16
416,104,Chair,343.04
417,2210,Keyboard,1476.82
418,1668,Laptop,926.01
419,1603,Laptop,478.53
420,1869,Desk,292.16
421,4947,Keyboard,154.1
422,100,Chair,650.71
423,443,Mouse,1037.02
424,2632,Desk,126.48
425,3899,Mouse,1271.25
426,378,Headset,185.67
427,4575,Monitor,712.01
428,4924,Desk,157.22
429,2989,Chair,309.86
430,1394,Laptop,990.06
431,4466,Desk,648.81
432,1519,Mouse,1150.58
433,1653,Mouse,282.78
434,1753,Chair,1312.09
435,4537,Headset,710.82
436,2089,Chair,651.07
437,2440,Monitor,570.76
438,386,Mouse,852.19
439,2659,Mouse,501.18
440,1592,Monitor,789.43
441,957,Monitor,856.18
442,3290,Laptop,1212.21
443,62,Headset,260.35
444,1904,Mouse,127.84
445,1555,Chair,227.13
446,712,Keyboard,405.12
447,2174,Headset,748.3
448,2934,Desk,1113.35
449,1551,Keyboard,185.27
450,1570,Laptop,1028.42
451,3798,Desk,316.7
452,1540,Chair,1492.09
453,3789,Keyboard,1200.37
454,600,Chair,553.42
455,4211,Monitor,1451.07
456,1673,Desk,1219.85
457,4660,Chair,908.95
458,3484,Headset,1028.75
459,925,Chair,1275.44
460,797,Chair,588.67
461,4874,Laptop,704.52
462,145,Monitor,1179.06
463,3096,Chair,824.62
464,543,Laptop,26.71
465,4926,Chair,548.71
466,2327,Laptop,201.68
467,3319,Chair,713.62
468,4335,Chair,125.59
469,2042,Headset,325.72
470,734,Chair,884.88
471,4248,Monitor,341.22
472,1892,Chair,1151.39
473,1109,Monitor,181.88
474,2464,Monitor,1368.51
475,4173,Monitor,1221.31
476,4977,Desk,1095.43
477,3583,Headset,987.73
478,1056,Mouse,236.24
479,2820,Mouse,919.01
480,1756,Keyboard,59.74
481,2156,Laptop,49.8
482,2009,Chair,80.02
483,3017,Chair,1453.89
484,3037,Headset,1462.8
485,1016,Laptop,836.88
486,577,Chair,1464.48
487,506,Monitor,720.3
488,144,Chair,272.49
489,1057,Desk,637.3
490,1645,Headset,329.37
491,3180,Chair,572.45
492,4452,Laptop,1273.45
493,45,Desk,760.15
494,4278,Laptop,731.47
495,3546,Mouse,552.69
496,565,Desk,79.07
497,4920,Mouse,985.98
498,1392,Headset,592.6
499,820,Keyboard,712.51
500,4466,Desk,216.6
501,4624,Mouse,295.77
502,464,Monitor,571.69
503,1641,Desk,403.23
504,4236,Mouse,260.53
505,4904,Desk,1124.32
506,2677,Laptop,796.63
507,4119,Desk,622.83
508,3726,Headset,882.38
509,4623,Chair,1104.45
510,2315,Keyboard,722.32
511,3687,Chair,1175.36
512,454,Monitor,804.68
513,4333,Mouse,1053.47
514,3859,Chair,575.73
515,2397,Monitor,1337.37
516,2621,Keyboard,162.27
517,3270,Headset,1299.14
518,986,Chair,866.45
519,2488,Headset,1348.69
520,3984,Headset,1203.22
521,2978,Headset,447.34
522,3708,Monitor,954.82
523,3878,Keyboard,1451.82
524,2720,Monitor,196.09
525,2622,Mouse,429.99
526,9,Chair,1065.19
527,3110,Chair,835.19
528,2156,Laptop,1473.46
529,1624,Headset,1369.87
530,4090,Chair,984.0
531,4580,Desk,568.02
532,4077,Desk,397.72
533,4581,Desk,139.53
534,4715,Laptop,429.36
535,4608,Chair,1283.96
536,803,Desk,1243.6
537,1712,Laptop,193.01
538,1018,Keyboard,709.11
539,4491,Headset,426.21
540,3343,Chair,1253.87
541,2959,Keyboard,1438.57
542,2956,Desk,1177.06
543,3273,Chair,1392.21
544,3477,Headset,1237.0
545,2972,Desk,1387.92
546,1618,Desk,989.74
547,2756,Laptop,138.89
548,1974,Headset,53.72
549,3956,Desk,903.14
550,1201,Chair,384.62
551,1229,Desk,1121.3
552,931,Monitor,19.02
553,3360,Mouse,534.91
554,2496,Keyboard,155.63
555,2575,Desk,374.84
556,2659,Chair,1181.57
557,4367,Chair,1279.27
558,4091,Laptop,1232.38
559,1181,Mouse,838.7
560,4349,Chair,85.76
561,103,Keyboard,421.28
562,3542,Mouse,1141.58
563,416,Keyboard,1218.55
564,483,Headset,222.54
565,3670,Chair,412.94
566,3636,Keyboard,1142.62
567,3166,Chair,1478.86
568,4180,Keyboard,121.41
569,3999,Keyboard,1116.32
570,3477,Laptop,401.26
571,2757,Keyboard,1197.28
572,2263,Desk,1259.87
573,3390,Keyboard,452.65
574,2348,Desk,1488.23
575,1964,Keyboard,1310.17
576,3578,Mouse,78.59
577,3978,Keyboard,936.04
578,3543,Mouse,1208.79
579,1860,Desk,468.22
580,3421,Keyboard,22.05
581,4175,Headset,1381.85
582,2014,Laptop,14.98
583,2655,Keyboard,839.84
584,2699,Mouse,428.44
585,4110,Mouse,41.44
586,1131,Monitor,146.53
587,1957,Chair,730.78
588,1265,Chair,41.95
589,2983,Laptop,878.42
590,746,Monitor,1404.46
591,1719,Mouse,305.07
592,1884,Chair,820.7
593,1303,Headset,930.48
594,62,Monitor,1372.21
595,256,Mouse,1486.47
596,3404,Keyboard,798.5
597,3131,Mouse,818.91
598,4906,Monitor,1361.13
599,705,Mouse,665.29
600,4984,Keyboard,824.63
601,1114,Headset,246.9
602,4095,Monitor,330.02
603,2685,Laptop,1104.02
604,2089,Headset,1477.31
605,3060,Desk,516.05
606,701,Desk,354.47
607,3546,Chair,438.97
608,329,Chair,126.44
609,3103,Headset,773.47
610,2678,Headset,762.65
611,2929,Laptop,500.4
612,3850,Laptop,1111.64
613,4647,Keyboard,671.6
614,905,Headset,438.09
615,1988,Laptop,334.32
616,1519,Headset,1017.72
617,3241,Laptop,1359.69
618,1428,Monitor,1498.86
619,2319,Chair,356.2
620,186,Headset,298.42
621,2783,Headset,52.39
622,4087,Monitor,1321.53
623,628,Desk,221.89
624,3851,Laptop,1219.26
625,4881,Mouse,1468.12
626,4649,Chair,1163.44
627,126,Chair,995.59
628,4562,Chair,587.52
629,1661,Chair,677.86
630,2911,Laptop,363.39
631,3452,Laptop,586.25
632,4460,Mouse,1007.93
633,4099,Mouse,1158.1
634,3481,Monitor,507.58
635,1716,Desk,1404.95
636,4292,Monitor,1157.31
637,2857,Headset,1285.35
638,306,Monitor,651.22
639,896,Headset,150.63
640,1818,Mouse,451.5
641,4211,Mouse,1259.22
642,635,Monitor,1441.08
643,3695,Headset,494.8
644,200,Keyboard,809.38
645,4533,Desk,258.69
646,406,Monitor,147.43
647,1314,Desk,704.29
648,3820,Desk,30.45
649,4768,Laptop,240.05
650,559,Laptop,725.29
651,1214,Keyboard,125.42
652,1096,Keyboard,1419.88
653,817,Keyboard,338.91
654,3854,Mouse,1496.25
655,1363,Chair,248.04
656,553,Monitor,901.85
657,4933,Keyboard,840.54
658,4282,Mouse,730.84
659,2351,Headset,1332.03
660,36,Laptop,330.19
661,275,Mouse,37.68
662,1440,Mouse,306.33
663,2242,Headset,885.11
664,4120,Chair,1200.98
665,2128,Chair,1490.75
666,1637,Mouse,298.21
667,1196,Mouse,1285.71
668,3840,Mouse,113.49
669,3582,Chair,1210.94
670,596,Headset,390.33
671,41,Keyboard,637.88
672,2518,Monitor,18.34
673,4984,Monitor,1101.72
674,4585,Mouse,1082.52
675,1456,Laptop,128.96
676,1835,Desk,547.22
677,3000,Keyboard,389.63
678,3552,Laptop,1366.84
679,1576,Chair,1440.37
680,2623,Laptop,697.54
681,2423,Headset,193.39
682,1775,Chair,405.19
683,169,Mouse,513.06
684,4815,Chair,719.13
685,4367,Keyboard,281.57
686,1081,Desk,194.39
687,4980,Desk,106.69
688,1383,Mouse,491.23
689,277,Headset,27.55
690,2309,Monitor,203.16
691,366,Keyboard,439.5
692,162,Mouse,433.82
693,345,Monitor,318.45
694,2606,Monitor,50.02
695,622,Keyboard,958.77
696,3620,Chair,103.53
697,2698,Monitor,409.35
698,4965,Mouse,483.42
699,3681,Desk,506.79
700,1258,Headset,1192.41
701,1555,Monitor,229.38
702,3306,Monitor,1211.66
703,1351,Mouse,1478.08
704,1419,Desk,1223.05
705,4181,Mouse,1101.13
706,559,Desk,625.57
707,3568,Keyboard,985.15
708,3333,Monitor,1146.04
709,4829,Laptop,842.22
710,1125,Monitor,1145.2
711,3542,Laptop,1144.89
712,2582,Mouse,425.97
713,4767,Desk,379.37
714,3855,Mouse,1096.1
715,2705,Chair,1380.11
716,547,Laptop,556.4
717,4257,Laptop,1389.62
718,2268,Keyboard,1401.2
719,1333,Desk,1057.38
720,1835,Keyboard,64.81
721,2763,Mouse,463.8
722,3518,Laptop,574.17
723,3036,Monitor,1430.7
724,1708,Chair,683.97
725,2338,Keyboard,1310.08
726,1391,Mouse,505.69
727,4274,Mouse,1113.78
728,2176,Desk,507.41
729,176,Chair,357.73
730,1394,Keyboard,1334.05
731,3540,Desk,433.73
732,1558,Desk,661.13
733,3609,Keyboard,1164.11
734,2256,Desk,1399.8
735,509,Chair,547.75
736,1538,Mouse,1095.58
737,145,Headset,567.25
738,548,Chair,1090.49
739,229,Chair,1182.56
740,52,Mouse,328.67
741,2085,Desk,883.94
742,1135,Mouse,1018.97
743,3084,Headset,713.35
744,4751,Monitor,541.98
745,1719,Laptop,643.57
746,1860,Chair,1225.53
747,3342,Mouse,506.35
748,4320,Monitor,520.34
749,2178,Monitor,1164.28
750,2709,Headset,361.38
751,2965,Keyboard,490.8
752,1698,Monitor,245.51
753,1264,Monitor,1315.15
754,1802,Chair,750.63
755,3725,Desk,1039.35
756,3162,Desk,151.51
757,4794,Chair,938.56
758,4157,Laptop,157.0
759,3128,Monitor,424.44
760,2162,Laptop,297.67
761,3159,Monitor,179.42
762,3205,Desk,59.8
763,3007,Monitor,1099.78
764,1392,Mouse,593.25
765,3773,Monitor,1127.42
766,3467,Mouse,1155.41
767,4036,Laptop,397.04
768,3648,Monitor,1242.38
769,122,Mouse,1087.63
770,2692,Keyboard,32.4
771,493,Mouse,220.21
772,1253,Keyboard,141.88
773,2387,Keyboard,427.06
774,2952,Laptop,1019.16
775,4331,Headset,797.59
776,2086,Desk,719.63
777,4126,Monitor,901.24
778,3066,Desk,526.16
779,3857,Headset,500.44
780,1099,Chair,125.56
781,4780,Desk,1255.88
782,3471,Keyboard,1369.18
783,1886,Monitor,1319.65
784,1430,Laptop,1015.65
785,319,Chair,595.89
786,1567,Desk,1379.85
787,2181,Mouse,789.76
788,140,Desk,254.58
789,1656,Keyboard,869.64
790,3945,Chair,1218.59
791,1646,Monitor,529.01
792,428,Keyboard,797.23
793,979,Desk,1022.49
794,4863,Mouse,652.57
795,2546,Laptop,260.3
796,740,Mouse,118.81
797,4000,Desk,1419.7
798,4974,Laptop,895.04
799,1149,Laptop,648.8
800,3955,Monitor,388.02
801,3583,Headset,154.02
802,1293,Headset,1095.71
803,4411,Keyboard,1167.69
804,2360,Headset,788.31
805,657,Chair,558.25
806,4375,Chair,1223.82
807,1830,Laptop,662.21
808,755,Laptop,132.47
809,2415,Chair,1193.88
810,122,Headset,920.28
811,606,Desk,755.4
812,1544,Desk,270.62
813,3677,Headset,1406.47
814,131,Desk,228.56
815,4477,Mouse,399.33
816,809,Desk,573.91
817,3532,Keyboard,293.07
818,631,Keyboard,548.26
819,155,Keyboard,815.64
820,1003,Laptop,1122.21
821,1187,Chair,1497.24
822,3308,Keyboard,429.55
823,2410,Laptop,387.39
824,2629,Laptop,309.54
825,2339,Keyboard,1099.82
826,1291,Keyboard,1265.29
827,3219,Keyboard,463.03
828,2957,Keyboard,605.77
829,3201,Desk,592.43
830,1338,Headset,1107.98
831,4304,Mouse,650.16
832,2678,Keyboard,1215.75
833,546,Laptop,681.52
834,4120,Keyboard,146.81
835,23,Chair,1192.6
836,1551,Keyboard,548.52
837,287,Desk,1380.2
838,3236,Mouse,1039.54
839,2753,Headset,559.98
840,3981,Desk,185.14
841,2483,Desk,1320.14
842,1718,Keyboard,785.83
843,4805,Chair,501.67
844,2908,Keyboard,1142.42
845,918,Laptop,1318.74
846,49,Keyboard,79.89
847,1511,Desk,769.25
848,3254,Chair,1467.76
849,2510,Desk,1016.7
850,849,Desk,644.65
851,1368,Desk,796.59
852,1874,Laptop,1258.03
853,3411,Headset,943.83
854,243,Mouse,676.75
855,1519,Chair,246.79
856,2479,Keyboard,311.72
857,161,Keyboard,1467.3
858,2956,Headset,992.96
859,4234,Laptop,1215.52
860,3652,Monitor,454.37
861,4009,Desk,776.41
862,2318,Laptop,829.48
863,1306,Chair,1285.2
864,2497,Mouse,536.05
865,1459,Headset,805.49
866,4067,Mouse,234.55
867,3381,Chair,713.77
868,3999,Desk,943.64
869,1087,Monitor,1039.34
870,3990,Monitor,95.97
871,565,Chair,1479.11
872,3309,Keyboard,307.39
873,131,Laptop,373.15
874,781,Monitor,372.7
875,724,Headset,650.98
876,1426,Headset,728.02
877,1218,Mouse,1286.4
878,2660,Headset,1110.09
879,4522,Laptop,1064.12
880,4199,Chair,450.26
881,821,Desk,1275.76
882,246,Laptop,1164.1
883,4981,Desk,1293.94
884,4992,Monitor,725.43
885,1830,Mouse,1418.76
886,2909,Monitor,531.61
887,1875,Mouse,1033.43
888,4301,Desk,1114.17
889,2489,Desk,1347.66
890,937,Keyboard,1122.23
891,2894,Monitor,467.21
892,2093,Mouse,1450.52
893,714,Mouse,1487.91
894,1789,Monitor,522.76
895,2437,Monitor,1011.15
896,3107,Chair,1234.37
897,1079,Mouse,528.17
898,4190,Headset,267.9
899,611,Chair,962.54
900,2169,Monitor,94.79
901,780,Mouse,769.25
902,678,Mouse,1107.91
903,4348,Laptop,835.27
904,793,Chair,771.68
905,3889,Chair,925.97
906,3979,Keyboard,611.59
907,1020,Laptop,156.23
908,2053,Keyboard,1160.36
909,1655,Headset,521.2
910,3249,Headset,350.13
911,1535,Mouse,417.42
912,2639,Chair,1034.04
913,3731,Laptop,432.13
914,1081,Monitor,1229.59
915,2047,Headset,365.63
916,3186,Laptop,125.44
917,320,Laptop,1218.24
918,521,Headset,708.76
919,1657,Desk,321.86
920,195,Chair,268.52
921,4472,Laptop,1019.2
922,255,Monitor,1027.93
923,2055,Keyboard,1346.12
924,1861,Laptop,1244.49
925,839,Chair,1300.2
926,4108,Mouse,855.08
927,3726,Laptop,1280.06
928,1081,Mouse,1394.85
929,1243,Headset,1363.41
930,840,Laptop,296.59
931,4958,Monitor,729.85
932,1341,Desk,246.59
933,2035,Laptop,104.37
934,870,Laptop,1119.47
935,189,Mouse,860.12
936,302,Desk,671.45
937,962,Monitor,767.95
938,2660,Desk,990.23
939,1022,Monitor,479.46
940,517,Monitor,1034.94
941,804,Monitor,1346.72
942,2955,Monitor,405.97
943,2824,Desk,1435.41
944,4306,Mouse,220.71
945,4514,Desk,636.01
946,4492,Mouse,1378.09
947,4434,Mouse,1287.11
948,3353,Mouse,632.92
949,3109,Laptop,979.62
950,3667,Chair,1330.0
951,3380,Laptop,1425.31
952,1717,Headset,1358.91
953,2256,Keyboard,486.01
954,4429,Monitor,1023.22
955,3655,Chair,843.45
956,3081,Monitor,181.02
957,4209,Laptop,843.07
958,54,Monitor,1210.6
959,547,Monitor,507.46
960,2061,Desk,75.45
961,202,Chair,712.42
962,2728,Desk,242.24
963,1782,Laptop,191.75
964,4847,Laptop,1042.61
965,997,Keyboard,1222.92
966,4697,Headset,399.66
967,2544,Laptop,1119.51
968,4245,Chair,508.33
969,962,Keyboard,1193.86
970,4002,Mouse,748.72
971,4818,Mouse,240.81
972,297,Chair,913.22
973,898,Monitor,231.64
974,3344,Chair,67.92
975,87,Mouse,337.25
976,1867,Chair,427.58
977,1416,Chair,1301.23
978,2671,Laptop,341.17
979,4287,Laptop,1312.54
980,1657,Keyboard,1129.94
981,971,Mouse,1285.54
982,2102,Monitor,694.48
983,3776,Mouse,517.69
984,2664,Headset,496.82
985,3410,Keyboard,393.61
986,3076,Mouse,1340.15
987,4366,Desk,40.54
988,3254,Chair,1420.27
989,4190,Desk,43.49
990,1764,Laptop,297.48
991,3817,Desk,585.77
992,565,Keyboard,293.08
993,2116,Desk,302.6
994,839,Laptop,1450.67
995,1063,Headset,1487.31
996,2923,Mouse,651.13
997,2962,Desk,46.51
998,482,Laptop,107.77
999,727,Keyboard,1480.75
1000,4729,Mouse,996.27
1001,4503,Keyboard,1238.88
1002,1359,Desk,33.09
1003,50,Chair,442.66
1004,3272,Keyboard,217.38
1005,1165,Headset,1468.17
