order_id,customer_id,order_date,status
141,140,2023-02-24,Shipped
142,1922,2023-05-29,Processing
143,2667,2023-09-21,Cancelled
144,2632,2023-09-14,Shipped
145,4668,2023-04-11,Cancelled
146,316,2023-07-29,Shipped
147,4735,2023-08-25,Cancelled
148,3628,2023-03-18,Processing
149,1337,2023-11-27,Shipped
150,3956,2023-09-24,Delivered
151,846,2023-09-17,Cancelled
152,4880,2023-01-12,Processing
153,3607,2023-05-24,Processing
154,63,2023-05-04,Shipped
155,4317,2023-07-27,Delivered
156,4750,2023-06-08,Delivered
157,1736,2023-06-22,Cancelled
158,2026,2023-10-02,Shipped
159,3950,2023-08-27,Delivered
160,3323,2023-08-01,Cancelled
161,1710,2023-12-18,Shipped
162,2125,2023-05-01,Processing
163,2443,2023-03-01,Cancelled
164,3430,2023-01-16,Shipped
165,2971,2023-08-07,Processing
166,3276,2023-06-01,Delivered
167,1536,2023-09-27,Cancelled
168,2398,2023-06-25,Cancelled
169,55,2023-06-30,Shipped
170,2642,2023-02-05,Delivered
171,3629,2023-04-27,Shipped
172,463,2023-04-06,Shipped
173,2534,2023-08-30,Cancelled
174,3645,2023-09-04,Processing
175,3100,2023-12-24,Shipped
176,3929,2023-04-10,Cancelled
177,4653,2023-03-01,Cancelled
178,4969,2023-10-17,Cancelled
179,3216,2023-05-22,Cancelled
180,124,2023-11-03,Delivered
181,3060,2023-08-09,Processing
182,3517,2023-12-14,Cancelled
183,1540,2023-10-21,Shipped
184,2153,2023-12-29,Shipped
185,1843,2023-01-04,Delivered
186,1149,2023-04-02,Cancelled
187,3878,2023-05-02,Delivered
188,3798,2023-05-06,Cancelled
189,301,2023-06-05,Cancelled
190,4213,2023-09-09,Cancelled
191,4647,2023-08-02,Cancelled
192,4292,2023-02-06,Delivered
193,2504,2023-02-16,Delivered
194,4732,2023-09-12,Shipped
195,4899,2023-12-15,Shipped
196,3602,2023-07-18,Cancelled
197,4986,2023-02-25,Delivered
198,4274,2023-04-05,Processing
199,4783,2023-03-04,Cancelled
200,4891,2023-10-17,Processing
201,2890,2023-12-08,Delivered
202,1133,2023-08-22,Shipped
203,1562,2023-09-23,Delivered
204,419,2023-06-25,Delivered
205,1789,2023-08-18,Delivered
206,2483,2023-10-23,Delivered
207,3722,2023-12-15,Cancelled
208,3965,2023-11-08,Delivered
209,1738,2023-03-13,Processing
210,1962,2023-09-09,Cancelled
211,10,2023-03-20,Delivered
212,4388,2023-12-24,Processing
213,1382,2023-02-09,Shipped
214,2586,2023-12-11,Shipped
215,3480,2023-02-07,Processing
216,3039,2023-12-16,Shipped
217,775,2023-08-02,Shipped
218,336,2023-07-27,Shipped
219,2373,2023-08-06,Shipped
220,49,2023-02-17,Delivered
221,2267,2023-08-11,Delivered
222,2630,2023-06-25,Processing
223,1158,2023-01-20,Processing
224,1636,2023-10-23,Delivered
225,3289,2023-09-20,Cancelled
226,2330,2023-06-27,Cancelled
227,3012,2023-10-19,Shipped
228,3462,2023-04-13,Processing
229,1224,2023-05-04,Cancelled
230,4160,2023-03-01,Cancelled
231,2206,2023-05-31,Processing
232,2620,2023-07-15,Cancelled
233,1032,2023-02-09,Shipped
234,552,2023-07-27,Delivered
235,104,2023-07-20,Processing
236,4757,2023-02-01,Processing
237,2416,2023-11-19,Shipped
238,48,2023-11-24,Cancelled
239,1303,2023-10-22,Shipped
240,320,2023-12-29,Cancelled
241,1768,2023-03-28,Processing
242,2389,2023-11-10,Processing
243,1708,2023-02-07,Processing
244,528,2023-09-11,Shipped
245,4342,2023-02-12,Shipped
246,1720,2023-08-12,Delivered
247,3888,2023-12-17,Delivered
248,4216,2023-11-10,Shipped
249,1425,2023-10-27,Shipped
250,4504,2023-10-23,Cancelled
251,3996,2023-08-14,Shipped
252,3327,2023-09-01,Processing
253,1066,2023-06-19,Processing
254,4466,2023-04-07,Cancelled
255,4170,2023-12-20,Cancelled
256,4355,2023-10-28,Cancelled
257,1744,2023-09-22,Shipped
258,918,2023-02-06,Shipped
259,872,2023-09-22,Shipped
260,1709,2023-01-02,Cancelled
261,1271,2023-05-18,Delivered
262,4588,2023-06-22,Delivered
263,2452,2023-10-11,Processing
264,4448,2023-03-30,Processing
265,4022,2023-11-01,Delivered
266,2979,2023-05-27,Processing
267,1156,2023-02-16,Cancelled
268,1268,2023-06-14,Shipped
269,3282,2023-12-28,Delivered
270,3123,2023-04-01,Cancelled
271,4267,2023-02-24,Delivered
272,3209,2023-12-06,Shipped
273,2989,2023-11-14,Delivered
274,3791,2023-09-11,Shipped
275,1237,2023-08-14,Processing
276,4503,2023-06-07,Delivered
277,1837,2023-04-13,Cancelled
278,2087,2023-06-01,Cancelled
279,2230,2023-10-30,Processing
280,3618,2023-03-09,Delivered
281,987,2023-06-13,Shipped
282,674,2023-12-15,Delivered
283,3783,2023-07-08,Shipped
284,1947,2023-01-13,Cancelled
285,4768,2023-03-29,Shipped
286,2787,2023-03-09,Cancelled
287,2096,2023-05-09,Cancelled
288,1944,2023-06-27,Delivered
289,1372,2023-05-23,Delivered
290,3337,2023-11-02,Cancelled
291,2903,2023-02-22,Shipped
292,349,2023-05-16,Processing
293,2682,2023-04-16,Cancelled
294,4107,2023-10-26,Delivered
295,3868,2023-04-07,Cancelled
296,1825,2023-12-16,Shipped
297,37,2023-12-14,Cancelled
298,4958,2023-05-20,Shipped
299,4426,2023-10-03,Cancelled
300,2873,2023-02-03,Processing
301,3549,2023-01-07,Delivered
302,700,2023-10-14,Shipped
303,4736,2023-11-24,Shipped
304,3349,2023-12-10,Delivered
305,2301,2023-12-06,Cancelled
306,2339,2023-02-12,Shipped
307,861,2023-03-21,Delivered
308,4748,2023-08-01,Shipped
309,4011,2023-02-10,Delivered
310,3041,2023-04-22,Cancelled
311,1270,2023-02-26,Delivered
312,3598,2023-09-05,Delivered
313,4351,2023-09-13,Processing
314,1809,2023-05-20,Delivered
315,4640,2023-08-12,Cancelled
316,3000,2023-06-05,Shipped
317,3110,2023-05-21,Delivered
318,2906,2023-06-27,Cancelled
319,3327,2023-03-05,Processing
320,253,2023-05-20,Delivered
321,1353,2023-08-11,Processing
322,3034,2023-08-31,Cancelled
323,1441,2023-05-07,Processing
324,4806,2023-05-11,Shipped
325,3856,2023-05-13,Cancelled
326,3321,2023-10-23,Shipped
327,2686,2023-04-30,Shipped
328,4968,2023-12-26,Delivered
329,3210,2023-02-08,Delivered
330,3315,2023-09-08,Cancelled
331,2874,2023-05-25,Delivered
332,3674,2023-07-20,Cancelled
333,295,2023-06-08,Delivered
334,3042,2023-07-20,Cancelled
335,1019,2023-03-23,Delivered
336,3684,2023-01-23,Processing
337,688,2023-01-09,Shipped
338,3761,2023-07-05,Processing
339,369,2023-02-13,Cancelled
340,387,2023-04-26,Processing
341,596,2023-09-09,Processing
342,3162,2023-01-08,Cancelled
343,2469,2023-06-02,Cancelled
344,833,2023-04-09,Delivered
345,1110,2023-05-23,Delivered
346,462,2023-07-22,Processing
347,4572,2023-05-24,Shipped
348,3979,2023-11-13,Shipped
349,1420,2023-01-16,Cancelled
350,2449,2023-01-01,Processing
351,2936,2023-10-07,Cancelled
352,2360,2023-09-30,Processing
353,743,2023-01-04,Delivered
354,3204,2023-05-05,Cancelled
355,4547,2023-05-27,Cancelled
356,294,2023-04-27,Processing
357,3755,2023-08-17,Delivered
358,1271,2023-04-01,Cancelled
359,3207,2023-07-27,Cancelled
360,3178,2023-08-01,Cancelled
361,215,2023-06-25,Processing
362,3106,2023-07-13,Delivered
363,3690,2023-06-20,Shipped
364,3465,2023-09-06,Processing
365,3917,2023-12-24,Delivered
366,3909,2023-06-27,Delivered
367,377,2023-01-12,Shipped
368,3545,2023-06-18,Delivered
369,3676,2023-02-27,Cancelled
370,4612,2023-07-30,Delivered
371,4574,2023-05-26,Shipped
372,2712,2023-01-22,Processing
373,1869,2023-06-06,Delivered
374,2470,2023-04-06,Cancelled
375,2324,2023-10-24,Cancelled
376,4100,2023-09-13,Shipped
377,2891,2023-02-02,Cancelled
378,1069,2023-09-10,Cancelled
379,4184,2023-10-10,Processing
380,2497,2023-05-28,Processing
381,3708,2023-11-05,Processing
382,1488,2023-03-21,Delivered
383,3010,2023-03-10,Delivered
384,3863,2023-03-07,Cancelled
385,1820,2023-06-11,Delivered
386,2566,2023-07-17,Cancelled
387,1657,2023-07-09,Shipped
388,3242,2023-02-15,Cancelled
389,920,2023-09-11,Cancelled
390,4560,2023-11-14,Processing
391,4958,2023-06-03,Shipped
392,2412,2023-05-01,Delivered
393,2323,2023-06-19,Delivered
394,1925,2023-05-19,Shipped
395,1134,2023-04-11,Shipped
396,847,2023-06-19,Processing
397,4160,2023-07-16,Delivered
398,3718,2023-07-06,Delivered
399,2462,2023-03-22,Processing
400,1631,2023-04-15,Processing
401,4254,2023-11-18,Cancelled
402,186,2023-06-06,Shipped
403,4583,2023-02-28,Processing
404,2505,2023-02-25,Cancelled
405,1704,2023-09-13,Shipped
406,3783,2023-12-07,Shipped
407,1562,2023-09-06,Cancelled
408,840,2023-10-04,Cancelled
409,962,2023-05-21,Delivered
410,2549,2023-04-22,Processing
411,4359,2023-09-26,Delivered
412,85,2023-11-16,Cancelled
413,1811,2023-08-18,Shipped
414,4435,2023-12-31,Processing
415,3713,2023-05-18,Cancelled
416,1130,2023-04-11,Processing
417,1875,2023-05-15,Cancelled
418,2378,2023-02-07,Shipped
419,3329,2023-05-10,Shipped
420,4438,2023-09-10,Shipped
421,4676,2023-01-23,Cancelled
422,2988,2023-03-14,Shipped
423,1462,2023-08-22,Delivered
424,465,2023-11-08,Delivered
425,130,2023-06-19,Shipped
426,525,2023-07-31,Processing
427,935,2023-09-01,Cancelled
428,1997,2023-05-15,Shipped
429,1430,2023-06-19,Shipped
430,4765,2023-11-04,Delivered
431,936,2023-05-03,Processing
432,924,2023-07-25,Processing
433,2960,2023-10-06,Cancelled
434,3372,2023-04-23,Cancelled
435,622,2023-10-22,Processing
436,2104,2023-02-09,Processing
437,911,2023-10-28,Shipped
438,2064,2023-04-05,Shipped
439,1088,2023-05-29,Processing
440,313,2023-02-17,Shipped
441,288,2023-07-12,Cancelled
442,877,2023-05-22,Delivered
443,3898,2023-08-02,Processing
444,1361,2023-08-11,Shipped
445,4228,2023-01-04,Cancelled
446,1823,2023-11-25,Cancelled
447,3251,2023-11-02,Delivered
448,4017,2023-05-14,Processing
449,1689,2023-10-04,Shipped
450,3792,2023-11-01,Shipped
451,4952,2023-01-30,Cancelled
452,2481,2023-12-22,Cancelled
453,1554,2023-05-30,Delivered
454,1675,2023-12-07,Cancelled
455,1654,2023-12-02,Delivered
456,2847,2023-01-08,Processing
457,4992,2023-05-28,Shipped
458,2895,2023-01-27,Processing
459,2613,2023-05-18,Cancelled
460,2880,2023-12-04,Processing
461,1978,2023-01-18,Shipped
462,1572,2023-07-06,Shipped
463,2259,2023-07-04,Processing
464,527,2023-01-20,Cancelled
465,2769,2023-09-16,Cancelled
466,4515,2023-10-17,Shipped
467,3053,2023-02-10,Processing
468,4191,2023-02-17,Cancelled
469,1949,2023-07-17,Cancelled
470,3527,2023-08-19,Shipped
471,2330,2023-11-21,Shipped
472,233,2023-07-21,Shipped
473,4876,2023-11-09,Processing
474,867,2023-12-10,Processing
475,1862,2023-12-02,Processing
476,2638,2023-05-07,Delivered
477,1948,2023-11-11,Shipped
478,1348,2023-01-05,Cancelled
479,153,2023-06-06,Shipped
480,1188,2023-08-28,Shipped
481,3528,2023-10-27,Delivered
482,1167,2023-07-09,Shipped
483,3621,2023-03-18,Shipped
484,348,2023-05-03,Shipped
485,1983,2023-09-06,Cancelled
486,812,2023-12-16,Shipped
487,4354,2023-09-19,Cancelled
488,3750,2023-02-08,Delivered
489,3381,2023-08-01,Shipped
490,4444,2023-07-17,Cancelled
491,4173,2023-10-24,Shipped
492,3879,2023-08-01,Delivered
493,2135,2023-12-16,Shipped
494,2143,2023-08-07,Shipped
495,2148,2023-04-20,Cancelled
496,714,2023-03-07,Processing
497,1421,2023-10-22,Delivered
498,1326,2023-08-25,Processing
499,1411,2023-08-13,Delivered
500,4605,2023-03-21,Processing
501,2042,2023-03-14,Shipped
502,4996,2023-03-31,Processing
503,3142,2023-04-28,Processing
504,1587,2023-03-21,Shipped
505,1560,2023-12-21,Processing
506,3487,2023-09-03,Delivered
507,3420,2023-11-20,Shipped
508,710,2023-03-03,Shipped
509,1088,2023-08-08,Delivered
510,4592,2023-05-13,Shipped
511,1996,2023-11-16,Cancelled
512,4670,2023-07-16,Delivered
513,2022,2023-11-05,Delivered
514,29,2023-09-02,Cancelled
515,1331,2023-01-17,Delivered
516,1843,2023-05-16,Delivered
517,902,2023-11-18,Processing
518,1021,2023-09-28,Processing
519,2425,2023-08-29,Cancelled
520,1068,2023-02-26,Delivered
521,3130,2023-04-02,Processing
522,3746,2023-06-04,Processing
523,4990,2023-02-10,Processing
524,3320,2023-09-27,Processing
525,3501,2023-09-04,Shipped
526,475,2023-12-27,Processing
527,2200,2023-12-22,Cancelled
528,2249,2023-04-24,Delivered
529,3246,2023-12-04,Delivered
530,2535,2023-12-19,Cancelled
531,1109,2023-11-01,Shipped
532,2219,2023-02-21,Shipped
533,1441,2023-09-29,Cancelled
534,3674,2023-09-05,Delivered
535,4314,2023-12-17,Cancelled
536,4578,2023-06-21,Processing
537,4506,2023-07-06,Shipped
538,4816,2023-05-26,Delivered
539,3359,2023-04-28,Cancelled
540,2293,2023-01-09,Shipped
541,2713,2023-03-23,Delivered
542,2078,2023-03-06,Shipped
543,2657,2023-02-10,Processing
544,4243,2023-03-30,Processing
545,4580,2023-05-12,Shipped
546,2017,2023-08-07,Delivered
547,2709,2023-07-15,Processing
548,58,2023-03-25,Delivered
549,3508,2023-07-04,Processing
550,937,2023-11-26,Processing
551,1406,2023-05-09,Delivered
552,3697,2023-08-06,Shipped
553,3255,2023-10-19,Delivered
554,3674,2023-12-27,Shipped
555,1713,2023-07-08,Cancelled
556,1884,2023-09-22,Delivered
557,39,2023-09-09,Shipped
558,915,2023-02-26,Delivered
559,233,2023-09-26,Delivered
560,4463,2023-09-20,Processing
561,4335,2023-02-28,Processing
562,29,2023-07-18,Processing
563,2381,2023-05-20,Processing
564,4821,2023-04-29,Processing
565,1365,2023-02-10,Processing
566,18,2023-07-31,Processing
567,1168,2023-11-30,Delivered
568,611,2023-04-07,Shipped
569,3216,2023-09-15,Processing
570,2986,2023-03-24,Delivered
571,4534,2023-12-17,Processing
572,1143,2023-05-07,Cancelled
573,1324,2023-09-08,Processing
574,1701,2023-05-13,Shipped
575,2060,2023-02-26,Shipped
576,3389,2023-03-07,Shipped
577,1511,2023-04-20,Delivered
578,3984,2023-12-27,Cancelled
579,3576,2023-07-25,Shipped
580,3360,2023-03-20,Cancelled
581,3855,2023-05-25,Cancelled
582,2004,2023-01-29,Cancelled
583,1951,2023-07-21,Shipped
584,3042,2023-04-25,Delivered
585,4768,2023-01-27,Shipped
586,627,2023-10-26,Processing
587,4297,2023-12-31,Processing
588,2554,2023-07-08,Cancelled
589,197,2023-11-28,Shipped
590,2308,2023-09-09,Shipped
591,999,2023-11-07,Delivered
592,1249,2023-04-27,Delivered
593,551,2023-04-20,Delivered
594,2873,2023-09-08,Processing
595,2294,2023-08-20,Shipped
596,2371,2023-11-28,Delivered
597,3151,2023-10-10,Cancelled
598,1102,2023-07-14,Delivered
599,4634,2023-05-12,Delivered
600,2294,2023-08-09,Delivered
601,4789,2023-10-03,Shipped
602,2805,2023-04-18,Delivered
603,2406,2023-03-17,Cancelled
604,4513,2023-06-28,Cancelled
605,639,2023-07-13,Processing
606,2571,2023-07-08,Delivered
607,3190,2023-05-10,Cancelled
608,1683,2023-02-20,Delivered
609,3967,2023-09-02,Shipped
610,1517,2023-12-27,Delivered
611,1176,2023-02-24,Delivered
612,4962,2023-01-15,Shipped
613,830,2023-10-30,Shipped
614,3601,2023-12-01,Delivered
615,4293,2023-08-25,Delivered
616,1564,2023-08-11,Cancelled
617,2875,2023-05-28,Cancelled
618,1307,2023-09-29,Processing
619,1562,2023-08-08,Shipped
620,3731,2023-11-19,Processing
621,3261,2023-04-12,Delivered
622,3356,2023-09-05,Processing
623,815,2023-12-18,Shipped
624,144,2023-11-12,Delivered
625,3625,2023-06-07,Delivered
626,3486,2023-11-29,Shipped
627,591,2023-08-03,Processing
628,331,2023-07-02,Delivered
629,4036,2023-01-05,Cancelled
630,2695,2023-07-04,Processing
631,1011,2023-05-16,Cancelled
632,3199,2023-01-12,Processing
633,3067,2023-09-06,Processing
634,1419,2023-05-31,Cancelled
635,769,2023-12-13,Processing
636,4105,2023-02-10,Shipped
637,1301,2023-06-05,Shipped
638,4707,2023-03-06,Cancelled
639,4050,2023-08-02,Processing
640,1252,2023-09-03,Shipped
641,4281,2023-04-04,Shipped
642,2049,2023-12-19,Shipped
643,3024,2023-06-18,Processing
644,3321,2023-01-30,Processing
645,2029,2023-03-09,Processing
646,1303,2023-01-07,Delivered
647,4455,2023-01-18,Cancelled
648,4260,2023-05-20,Shipped
649,391,2023-09-18,Cancelled
650,4379,2023-10-06,Delivered
651,1166,2023-10-11,Processing
652,3348,2023-04-27,Processing
653,2781,2023-10-15,Shipped
654,4478,2023-06-07,Delivered
655,2862,2023-12-16,Cancelled
656,4488,2023-11-04,Processing
657,3040,2023-10-29,Delivered
658,3894,2023-04-05,Shipped
659,454,2023-10-30,Shipped
660,2342,2023-06-03,Cancelled
661,1436,2023-05-24,Cancelled
662,251,2023-06-01,Delivered
663,2795,2023-04-25,Delivered
664,436,2023-02-02,Shipped
665,2870,2023-07-11,Cancelled
666,3924,2023-02-11,Shipped
667,3786,2023-03-27,Cancelled
668,4464,2023-12-08,Delivered
669,2473,2023-07-20,Cancelled
670,3893,2023-05-22,Shipped
671,266,2023-01-21,Shipped
672,2263,2023-08-02,Delivered
673,1865,2023-03-12,Delivered
674,4767,2023-05-06,Processing
675,4246,2023-02-11,Delivered
676,2495,2023-12-26,Delivered
677,2403,2023-07-03,Processing
678,115,2023-06-18,Delivered
679,2016,2023-02-18,Shipped
680,3885,2023-07-31,Shipped
681,4144,2023-07-15,Delivered
682,3638,2023-04-11,Shipped
683,2504,2023-07-31,Shipped
684,2548,2023-11-20,Cancelled
685,2409,2023-02-25,Shipped
686,1122,2023-06-18,Shipped
687,3551,2023-06-26,Cancelled
688,3936,2023-09-11,Delivered
689,1236,2023-01-15,Processing
690,3519,2023-01-07,Cancelled
691,143,2023-11-25,Shipped
692,1642,2023-09-04,Processing
693,2104,2023-08-15,Delivered
694,4494,2023-08-31,Shipped
695,3154,2023-05-15,Shipped
696,2012,2023-09-18,Shipped
697,2696,2023-07-07,Delivered
698,1177,2023-09-10,Shipped
699,3228,2023-12-14,Cancelled
700,1107,2023-07-22,Delivered
701,1778,2023-03-22,Shipped
702,1096,2023-11-14,Shipped
703,1845,2023-01-19,Cancelled
704,3188,2023-01-19,Processing
705,2817,2023-06-15,Cancelled
706,2459,2023-11-22,Cancelled
707,4147,2023-12-08,Processing
708,3034,2023-05-16,Cancelled
709,848,2023-02-18,Cancelled
710,3019,2023-03-26,Cancelled
711,4065,2023-05-08,Delivered
712,1250,2023-11-16,Shipped
713,3832,2023-01-10,Shipped
714,2755,2023-01-09,Processing
715,2482,2023-03-20,Cancelled
716,3110,2023-09-16,Cancelled
717,3632,2023-02-20,Processing
718,2854,2023-10-09,Shipped
719,3859,2023-12-14,Shipped
720,4893,2023-06-05,Cancelled
721,386,2023-12-12,Delivered
722,2299,2023-06-29,Processing
723,3195,2023-05-16,Cancelled
724,560,2023-12-17,Cancelled
725,3380,2023-09-16,Shipped
726,906,2023-09-07,Processing
727,2441,2023-06-25,Delivered
728,4261,2023-03-27,Delivered
729,4512,2023-11-16,Processing
730,1366,2023-12-01,Shipped
731,1312,2023-05-13,Shipped
732,439,2023-06-13,Cancelled
733,575,2023-09-10,Shipped
734,3372,2023-08-12,Shipped
735,4941,2023-06-10,Delivered
736,3437,2023-08-30,Delivered
737,980,2023-06-04,Cancelled
738,1516,2023-08-30,Cancelled
739,234,2023-03-19,Cancelled
740,1196,2023-01-13,Cancelled
741,2765,2023-11-14,Shipped
742,2087,2023-07-22,Shipped
743,2909,2023-03-27,Cancelled
744,70,2023-06-06,Delivered
745,2278,2023-06-14,Processing
746,473,2023-11-21,Cancelled
747,3821,2023-11-06,Processing
748,4205,2023-09-04,Processing
749,659,2023-02-12,Cancelled
750,4066,2023-02-21,Delivered
751,2771,2023-05-26,Delivered
752,891,2023-04-22,Shipped
753,2847,2023-01-27,Cancelled
754,851,2023-08-27,Delivered
755,293,2023-05-24,Shipped
756,416,2023-06-07,Shipped
757,3251,2023-01-07,Cancelled
758,18,2023-10-07,Processing
759,3962,2023-01-25,Delivered
760,406,2023-10-03,Cancelled
761,4554,2023-03-08,Processing
762,3510,2023-05-19,Processing
763,331,2023-01-09,Shipped
764,4917,2023-06-10,Processing
765,3448,2023-03-23,Processing
766,1391,2023-12-15,Processing
767,2617,2023-09-02,Cancelled
768,4533,2023-10-24,Cancelled
769,2987,2023-01-14,Cancelled
770,4658,2023-08-31,Shipped
771,1929,2023-10-04,Shipped
772,3970,2023-04-30,Shipped
773,1242,2023-05-06,Cancelled
774,1044,2023-03-08,Shipped
775,4289,2023-11-26,Processing
776,2934,2023-12-05,Shipped
777,4910,2023-05-17,Delivered
778,1886,2023-01-27,Delivered
779,2799,2023-01-01,Cancelled
780,1413,2023-11-22,Delivered
781,2874,2023-12-15,Shipped
782,4034,2023-10-15,Shipped
783,2096,2023-06-07,Processing
784,701,2023-06-03,Shipped
785,3051,2023-11-02,Cancelled
786,4028,2023-05-29,Processing
787,2357,2023-05-18,Cancelled
788,759,2023-03-30,Delivered
789,2879,2023-09-11,Shipped
790,3319,2023-03-28,Cancelled
791,1544,2023-10-29,Shipped
792,4306,2023-10-06,Cancelled
793,4586,2023-11-03,Shipped
794,3080,2023-07-28,Delivered
795,4726,2023-01-12,Shipped
796,4459,2023-11-16,Cancelled
797,1995,2023-07-10,Shipped
798,2357,2023-10-15,Shipped
799,2367,2023-05-09,Processing
800,466,2023-09-18,Shipped
801,232,2023-09-21,Shipped
802,2531,2023-05-06,Cancelled
803,776,2023-06-12,Cancelled
804,2107,2023-02-18,Delivered
805,2238,2023-12-16,Shipped
806,2418,2023-10-24,Cancelled
807,1495,2023-05-02,Processing
808,4257,2023-10-25,Delivered
809,2029,2023-10-26,Processing
810,2965,2023-02-21,Delivered
811,4773,2023-06-11,Cancelled
812,4390,2023-11-30,Processing
813,800,2023-07-08,Delivered
814,4943,2023-02-12,Delivered
815,1041,2023-02-12,Delivered
816,3506,2023-02-16,Shipped
817,554,2023-11-09,Shipped
818,3806,2023-08-23,Cancelled
819,962,2023-09-09,Delivered
820,1785,2023-03-07,Processing
821,3930,2023-06-04,Delivered
822,3329,2023-02-11,Cancelled
823,1217,2023-11-18,Processing
824,2723,2023-10-15,Cancelled
825,5,2023-12-30,Cancelled
826,2184,2023-12-06,Shipped
827,40,2023-11-23,Shipped
828,2984,2023-07-18,Cancelled
